prediction,facts,exp,original_score,new_ranks,new_score,new_scores,new_rank,exp_length,original_rank
"(5133, 10, 7830)","[({(5133, 1, 65)}, 0.0008087657014918936, 'baseline'), ({(5133, 3, 78)}, 0.0007962479091664079, 'baseline'), ({(5133, 3, 5146)}, 0.0007775109766331561, 'baseline'), ({(5133, 2, 31)}, 0.0007672219561249615, 'baseline'), ({(5133, 3, 673)}, 0.000752794952453582, 'baseline'), ({(5133, 4, 485)}, 0.0007462031667600333, 'baseline'), ({(5133, 5, 5134)}, 0.000712664431948681, 'baseline'), ({(5133, 3, 9)}, 0.0007080401819515287, 'baseline'), ({(5133, 3, 4768)}, 0.0006760163021427104, 'baseline'), ({(5133, 3, 2543)}, 0.000656242459044768, 'baseline'), ([(5133, 3, 1019), (22027, 3, 1019), (22027, 10, 7830)], 0.0, 'xrule'), ([(8355, 1, 65), (5133, 1, 65), (8355, 10, 7830)], 0.0, 'xrule'), ([(25478, 10, 7830), (5133, 1, 65), (25478, 1, 65)], 0.0, 'xrule'), ([(5133, 2, 31), (8355, 2, 31), (8355, 10, 7830)], 0.0, 'xrule'), ([(5133, 2, 31), (11521, 10, 7830), (11521, 2, 31)], 0.0, 'xrule')]","[(25154, 3, 5146), (24904, 3, 78), (21354, 10, 7830), (25154, 10, 7830), (5133, 2, 31), (23722, 1, 65), (21354, 3, 673), (24904, 10, 7830), (5133, 3, 673), (5133, 3, 78), (23722, 10, 7830), (23722, 2, 31), (5133, 1, 65), (5133, 3, 5146)]",1.0917164061652329e-08,[1],0.9978724718093872,[0.9978724718093872],1.0,14,1
"(7628, 12, 4492)","[([(7628, 2, 31), (4492, 2, 31)], 0.47580004, 'xrule'), ([(7628, 3, 6), (23140, 12, 4492), (23140, 3, 6)], 0.29440004, 'xrule'), ([(7628, 2, 31), (23140, 12, 4492), (23140, 2, 31)], 0.28470004, 'xrule'), ({(7628, 3, 149)}, 0.2578318227604334, 'baseline'), ({(7628, 3, 40)}, 0.25614796173601506, 'baseline'), ({(7628, 8, 7408)}, 0.25543100724909445, 'baseline'), ({(7628, 3, 6)}, 0.2546094466538641, 'baseline'), ({(7628, 8, 7410)}, 0.25301463493563897, 'baseline'), ({(7628, 3, 88)}, 0.2529372979388021, 'baseline'), ({(7628, 8, 7567)}, 0.252827774395654, 'baseline'), ({(7628, 3, 279)}, 0.2500589896294353, 'baseline'), ({(7628, 3, 38)}, 0.24534500726632172, 'baseline'), ({(7628, 8, 7554)}, 0.2448410201638932, 'baseline'), ([(7628, 3, 6), (18763, 12, 4492), (18763, 3, 6)], 0.23540002, 'xrule'), ([(7628, 3, 6), (12174, 3, 6), (12174, 12, 4492)], 0.22280002, 'xrule')]","[(4492, 2, 31), (4492, 3, 149), (7628, 2, 31), (7628, 3, 40), (7628, 3, 149), (4492, 3, 40), (23140, 3, 6), (7628, 3, 6), (23140, 12, 4492), (23140, 2, 31)]",0.022079473361372948,[1],0.05291365459561348,[0.05291365459561348],1.0,10,1
"(7201, 10, 7830)","[({(7201, 2, 31)}, 9.807893052482419e-05, 'baseline'), ({(7201, 3, 7203)}, 7.961237544028346e-05, 'baseline'), ({(7201, 3, 717)}, 6.0178991121018284e-05, 'baseline'), ({(7201, 3, 5934)}, 5.0802959301446154e-05, 'baseline'), ({(7201, 3, 1180)}, 3.815897477611846e-05, 'baseline'), ({(7201, 3, 716)}, 3.697829058170038e-05, 'baseline'), ({(7201, 3, 7209)}, 3.490830974373223e-05, 'baseline'), ({(7201, 3, 119)}, 2.210087811024139e-05, 'baseline'), ({(7201, 3, 7212)}, 1.4312285625738415e-05, 'baseline'), ([(10701, 10, 7830), (7201, 3, 6), (10701, 3, 6)], 0.0, 'xrule'), ([(7201, 3, 6), (16033, 10, 7830), (16033, 3, 6)], 0.0, 'xrule'), ([(17035, 3, 6), (7201, 3, 6), (17035, 10, 7830)], 0.0, 'xrule'), ([(7201, 3, 6), (23697, 10, 7830), (23697, 3, 6)], 0.0, 'xrule'), ([(23725, 10, 7830), (7201, 3, 6), (23725, 3, 6)], 0.0, 'xrule'), ({(7201, 2, 4111)}, -2.7754740164566308e-05, 'baseline')]","[(7201, 3, 1180), (7201, 3, 5934), (24602, 10, 7830), (18211, 10, 7830), (7201, 3, 717), (7201, 3, 7203), (7201, 2, 31), (18051, 3, 717), (23722, 10, 7830), (24602, 3, 7203), (15045, 3, 1180), (18051, 10, 7830), (18211, 3, 5934), (15045, 10, 7830), (23722, 2, 31)]",5.487277832116888e-08,[1],0.9345032572746277,[0.9345032572746277],1.0,15,1
"(5110, 8, 7567)","[([(5110, 2, 2028), (22400, 2, 2028), (22400, 8, 7567)], 0.21310002, 'xrule'), ([(12131, 3, 277), (5110, 3, 277), (12131, 8, 7567)], 0.15169996, 'xrule'), ([(5110, 3, 276), (21063, 8, 7567), (21063, 3, 276)], 0.06909996, 'xrule'), ([(23335, 3, 50), (5110, 3, 50), (23335, 8, 7567)], 0.06709999, 'xrule'), ([(22282, 3, 75), (22282, 8, 7567), (5110, 3, 75)], 0.06279999, 'xrule'), ({(5110, 3, 2040)}, 0.03645751156403528, 'baseline'), ({(5110, 4, 1893)}, 0.03467425606877286, 'baseline'), ({(5110, 3, 50)}, 0.03463711495082469, 'baseline'), ({(5110, 1, 65)}, 0.033316439892431646, 'baseline'), ({(5110, 3, 2031)}, 0.03226432110014508, 'baseline'), ({(5110, 2, 30)}, 0.028177280857733456, 'baseline'), ({(5110, 2, 31)}, 0.026051574345721952, 'baseline'), ({(5110, 3, 277)}, 0.02151497730650957, 'baseline'), ({(5110, 3, 185)}, 0.01986251302398125, 'baseline'), ({(5110, 3, 39)}, 0.017643845610702525, 'baseline'), ({(5110, 3, 2039)}, 0.017363893747825907, 'baseline'), ({(5110, 3, 5113)}, 0.01735854237254422, 'baseline'), ({(5110, 2, 2028)}, 0.015376730774902177, 'baseline'), ({(5110, 3, 51)}, 0.007705931511043802, 'baseline'), ({(5110, 3, 5118)}, 0.0005623576842121742, 'baseline'), ({(5110, 3, 5115)}, -0.033390560229174124, 'baseline'), ({(5110, 2, 788)}, -0.03737996612725041, 'baseline'), ({(5110, 3, 276)}, -0.04428951539967268, 'baseline'), ({(5110, 3, 2030)}, -0.04981217630594547, 'baseline'), ({(5110, 3, 75)}, -0.08279926050835437, 'baseline')]","[(12131, 3, 277), (5110, 3, 50), (21063, 8, 7567), (23335, 3, 50), (21063, 3, 276), (5110, 3, 277), (22400, 2, 2028), (22282, 8, 7567), (5110, 3, 75), (23335, 8, 7567), (5110, 2, 2028), (22282, 3, 75), (5110, 3, 276), (22400, 8, 7567), (12131, 8, 7567)]",0.0004571357276290655,[4],3.712826490698262e-09,[3.712826490698262e-09],4.0,15,1
"(6213, 11, 8038)","[({(6213, 2, 729)}, 0.0179218230204201, 'baseline'), ({(6213, 3, 1321)}, 0.01583282924384756, 'baseline'), ({(6213, 3, 1744)}, 0.01128261998432177, 'baseline'), ({(6213, 3, 1493)}, 0.010201444797520564, 'baseline'), ({(6213, 3, 1840)}, 0.006435884095345314, 'baseline'), ({(6213, 3, 1964)}, 0.004263290153511709, 'baseline'), ({(6213, 2, 31)}, 0.0035976124262207163, 'baseline'), ([(23552, 3, 40), (6213, 3, 40), (23552, 11, 8038)], 0.0, 'xrule'), ([(18327, 3, 40), (6213, 3, 40), (18327, 11, 8038)], 0.0, 'xrule'), ([(20684, 3, 40), (6213, 3, 40), (20684, 11, 8038)], 0.0, 'xrule'), ([(6213, 3, 6), (23552, 11, 8038), (23552, 3, 6)], 0.0, 'xrule'), ([(23552, 2, 31), (6213, 2, 31), (23552, 11, 8038)], 0.0, 'xrule'), ({(6213, 3, 78)}, -0.001821980838680022, 'baseline'), ({(6213, 3, 1838)}, -0.006864354995989377, 'baseline'), ({(6213, 3, 75)}, -0.01790616388072911, 'baseline')]","[(6213, 3, 1321), (6213, 2, 729), (8038, 3, 1321), (23625, 2, 729), (6213, 3, 1744), (6213, 3, 1840), (23625, 11, 8038), (6213, 3, 1493), (8038, 3, 1493), (8038, 3, 1840), (25591, 11, 8038), (25591, 3, 1744)]",0.00026256981072947383,[4],6.858258711872622e-05,[6.858258711872622e-05],4.0,12,1
"(5593, 10, 7830)","[({(5593, 1, 65)}, 2.9865372623931002e-05, 'baseline'), ({(5593, 3, 46)}, 7.810780939836093e-06, 'baseline'), ([(9644, 2, 31), (9644, 10, 7830), (5593, 2, 31)], 0.0, 'xrule'), ([(14094, 10, 7830), (14094, 2, 31), (5593, 2, 31)], 0.0, 'xrule'), ([(16885, 2, 31), (5593, 2, 31), (16885, 10, 7830)], 0.0, 'xrule'), ([(16908, 2, 31), (16908, 10, 7830), (5593, 2, 31)], 0.0, 'xrule'), ([(18833, 2, 31), (18833, 10, 7830), (5593, 2, 31)], 0.0, 'xrule'), ({(5593, 2, 31)}, -1.1849802237386293e-06, 'baseline'), ({(5593, 3, 560)}, -3.789160431561287e-05, 'baseline'), ({(5593, 4, 924)}, -7.064726702724278e-05, 'baseline'), ({(5593, 3, 573)}, -8.021334686625143e-05, 'baseline'), ({(5593, 5, 5594)}, -8.781969117733933e-05, 'baseline'), ({(5593, 3, 5604)}, -0.0001192418164377947, 'baseline'), ({(5593, 3, 731)}, -0.0001248501827953244, 'baseline'), ({(5593, 3, 5597)}, -0.0002944675414933021, 'baseline')]","[(9644, 2, 31), (5593, 3, 46), (23722, 1, 65), (16704, 10, 7830), (16885, 10, 7830), (5593, 1, 65), (16885, 2, 31), (5593, 2, 31), (23722, 10, 7830), (14094, 10, 7830), (9644, 10, 7830), (14094, 2, 31), (16704, 3, 46)]",4.969827660517012e-09,[1],0.9736184477806091,[0.9736184477806091],1.0,13,1
"(5558, 8, 7393)","[([(5558, 1, 65), (25753, 1, 65), (25753, 8, 7393)], 0.19370002, 'xrule'), ([(19798, 3, 149), (5558, 3, 149), (19798, 8, 7393)], 0.1724, 'xrule'), ([(23089, 3, 149), (5558, 3, 149), (23089, 8, 7393)], 0.11620003, 'xrule'), ([(19798, 3, 40), (19798, 8, 7393), (5558, 3, 40)], 0.08090001, 'xrule'), ([(25753, 8, 7393), (25753, 3, 40), (5558, 3, 40)], 0.06910002, 'xrule'), ({(5558, 3, 149)}, 0.004642454874712858, 'baseline'), ({(5558, 1, 65)}, 0.0042626601109277, 'baseline'), ({(5558, 3, 629)}, 0.004033583166766512, 'baseline'), ({(5558, 3, 479)}, 0.0038796250472633025, 'baseline'), ({(5558, 4, 169)}, 0.0030524676498744985, 'baseline'), ({(5558, 3, 3674)}, 0.0014031258848034016, 'baseline'), ({(5558, 3, 5561)}, 0.0012178373744618854, 'baseline'), ({(5558, 2, 31)}, -0.0016724318558283028, 'baseline'), ({(5558, 3, 9)}, -0.0038421359498317037, 'baseline'), ({(5558, 3, 78)}, -0.018505816391812188, 'baseline')]","[(25753, 1, 65), (25753, 3, 40), (25753, 8, 7393), (23089, 8, 7393), (19798, 3, 40), (19798, 8, 7393), (5558, 3, 40), (19798, 3, 149), (23089, 3, 149), (5558, 3, 149), (5558, 1, 65)]",0.0007456682506017387,[4],2.4707387069611286e-07,[2.4707387069611286e-07],4.0,11,1
"(4870, 8, 7593)","[([(20885, 3, 40), (4870, 3, 40), (20885, 8, 7593)], 0.004700005, 'xrule'), ([(16612, 8, 7593), (16612, 3, 40), (4870, 3, 40)], 0.003000021, 'xrule'), ([(20946, 2, 172), (20946, 8, 7593), (4870, 2, 172)], 0.0024000406, 'xrule'), ({(4870, 2, 1100)}, 0.0002949236212005735, 'baseline'), ({(4870, 2, 888)}, 8.407765973946106e-05, 'baseline'), ({(4870, 3, 538)}, 2.206001633221099e-05, 'baseline'), ({(4870, 2, 30)}, -5.38573254283525e-05, 'baseline'), ({(4870, 3, 88)}, -7.723975029608756e-05, 'baseline'), ({(4870, 3, 7)}, -0.000275121701127241, 'baseline'), ({(4870, 2, 172)}, -0.0002794394872892668, 'baseline'), ({(4870, 3, 4879)}, -0.0006370084113032432, 'baseline'), ({(4870, 3, 1019)}, -0.0006812843062183646, 'baseline'), ({(4870, 3, 40)}, -0.000984896973997465, 'baseline'), ([(4870, 3, 88), (22855, 8, 7593), (22855, 3, 88)], -0.011199951, 'xrule'), ([(7846, 8, 7593), (7846, 3, 40), (4870, 3, 40)], -0.0153999925, 'xrule')]","[(20946, 2, 172), (4870, 2, 888), (15821, 8, 7593), (16612, 3, 40), (20946, 8, 7593), (12915, 8, 7593), (15821, 2, 1100), (16612, 8, 7593), (4870, 2, 1100), (12915, 2, 888), (4870, 2, 172), (20885, 3, 40), (4870, 3, 40), (20885, 8, 7593)]",0.00022191622701939195,[3],1.2388854386813364e-08,[1.2388854386813364e-08],3.0,14,1
"(6320, 10, 7830)","[({(6320, 2, 31)}, 0.0033245479455711172, 'baseline'), ({(6320, 4, 66)}, 0.003311060320305307, 'baseline'), ({(6320, 5, 6321)}, 0.0031269508744165486, 'baseline'), ({(6320, 3, 717)}, 0.0030484217423678846, 'baseline'), ({(6320, 3, 1477)}, 0.0027266644882723025, 'baseline'), ({(6320, 3, 74)}, 0.0026446461954723146, 'baseline'), ({(6320, 3, 85)}, 0.002484518053903995, 'baseline'), ({(6320, 3, 2414)}, 0.0024511077952012223, 'baseline'), ({(6320, 3, 9)}, 0.002269264713668485, 'baseline'), ({(6320, 2, 69)}, 0.002209587001660523, 'baseline'), ([(24659, 10, 7830), (6320, 3, 38), (24659, 3, 38)], 0.0, 'xrule'), ([(25135, 3, 38), (25135, 10, 7830), (6320, 3, 38)], 0.0, 'xrule'), ([(19773, 10, 7830), (19773, 3, 39), (6320, 3, 39)], 0.0, 'xrule'), ([(20045, 10, 7830), (20045, 3, 39), (6320, 3, 39)], 0.0, 'xrule'), ([(20500, 10, 7830), (6320, 3, 39), (20500, 3, 39)], 0.0, 'xrule')]","[(6320, 2, 31), (6320, 4, 66), (18051, 10, 7830), (25794, 10, 7830), (9717, 10, 7830), (9717, 5, 6321), (6320, 3, 1477), (18051, 3, 717), (16070, 3, 1477), (6320, 5, 6321), (23722, 10, 7830), (16070, 10, 7830), (6320, 3, 717), (23722, 2, 31), (25794, 4, 66)]",3.580371910061331e-08,[1],0.9842698574066162,[0.9842698574066162],1.0,15,1
"(4882, 10, 7830)","[({(4882, 1, 65)}, 0.0010064664328459196, 'baseline'), ({(4882, 3, 1823)}, 0.0005028578090024552, 'baseline'), ({(4882, 3, 40)}, 0.000315342636293822, 'baseline'), ([(4882, 3, 6), (10456, 3, 6), (10456, 10, 7830)], 0.0, 'xrule'), ([(11388, 10, 7830), (4882, 3, 6), (11388, 3, 6)], 0.0, 'xrule'), ([(11521, 10, 7830), (4882, 3, 6), (11521, 3, 6)], 0.0, 'xrule'), ([(16042, 3, 6), (4882, 3, 6), (16042, 10, 7830)], 0.0, 'xrule'), ([(17113, 3, 6), (17113, 10, 7830), (4882, 3, 6)], 0.0, 'xrule'), ({(4882, 2, 1813)}, -0.0006481544810267249, 'baseline'), ({(4882, 2, 31)}, -0.0009250415569679564, 'baseline'), ({(4882, 3, 469)}, -0.0016216876049872562, 'baseline'), ({(4882, 3, 88)}, -0.0019453445184584766, 'baseline'), ({(4882, 3, 4886)}, -0.0021683243336429515, 'baseline'), ({(4882, 3, 470)}, -0.004139787539418935, 'baseline'), ({(4882, 3, 6)}, -0.00521003555475462, 'baseline')]","[(4882, 1, 65), (11388, 10, 7830), (4882, 3, 6), (11388, 3, 6), (23722, 1, 65), (24904, 10, 7830), (4882, 3, 40), (10456, 3, 6), (10456, 10, 7830), (24904, 3, 40), (4882, 3, 1823), (23722, 10, 7830), (21828, 3, 1823), (21828, 10, 7830)]",2.7909027977557344e-08,[1],0.9952124357223511,[0.9952124357223511],1.0,14,1
"(7125, 10, 7830)","[({(7125, 4, 66)}, 0.0016910059562327525, 'baseline'), ({(7125, 3, 2585)}, 0.0005901762918257613, 'baseline'), ({(7125, 3, 479)}, 0.0004846946893837403, 'baseline'), ({(7125, 2, 172)}, 6.55080188982094e-05, 'baseline'), ([(11096, 3, 39), (7125, 3, 39), (11096, 10, 7830)], 0.0, 'xrule'), ([(12065, 10, 7830), (7125, 3, 39), (12065, 3, 39)], 0.0, 'xrule'), ([(15463, 3, 39), (7125, 3, 39), (15463, 10, 7830)], 0.0, 'xrule'), ([(15740, 10, 7830), (7125, 3, 39), (15740, 3, 39)], 0.0, 'xrule'), ([(18840, 3, 39), (7125, 3, 39), (18840, 10, 7830)], 0.0, 'xrule'), ({(7125, 3, 5382)}, -4.7480734378615204e-05, 'baseline'), ({(7125, 3, 9)}, -0.0008441170599729347, 'baseline'), ({(7125, 3, 10)}, -0.002350833523369511, 'baseline'), ({(7125, 3, 219)}, -0.003051358535846727, 'baseline'), ({(7125, 3, 39)}, -0.0032739390761862904, 'baseline'), ({(7125, 3, 113)}, -0.0034609086086020363, 'baseline')]","[(7125, 3, 2585), (7125, 3, 39), (11096, 10, 7830), (25794, 10, 7830), (7125, 3, 479), (23434, 2, 172), (24904, 3, 479), (24904, 10, 7830), (16883, 3, 2585), (7125, 4, 66), (7125, 2, 172), (11096, 3, 39), (16883, 10, 7830), (23434, 10, 7830), (25794, 4, 66)]",9.861518712739326e-09,[1],0.994709849357605,[0.994709849357605],1.0,15,1
"(5269, 10, 7830)","[({(5269, 4, 66)}, 0.01239970789693467, 'baseline'), ({(5269, 3, 1966)}, 0.011168164168483354, 'baseline'), ({(5269, 3, 55)}, 0.010415440354183519, 'baseline'), ({(5269, 3, 891)}, 0.010294056432350183, 'baseline'), ({(5269, 2, 266)}, 0.009194195205908362, 'baseline'), ({(5269, 3, 5272)}, 0.0084009104765038, 'baseline'), ({(5269, 3, 506)}, 0.007951411355926143, 'baseline'), ({(5269, 3, 733)}, 0.007922700557088875, 'baseline'), ({(5269, 3, 47)}, 0.006209693790881333, 'baseline'), ({(5269, 3, 46)}, 0.005262248148942417, 'baseline'), ([(5269, 3, 733), (9015, 3, 733), (9015, 10, 7830)], 0.0, 'xrule'), ([(8301, 2, 30), (8301, 10, 7830), (5269, 2, 30)], 0.0, 'xrule'), ([(9798, 2, 30), (9798, 10, 7830), (5269, 2, 30)], 0.0, 'xrule'), ([(10273, 10, 7830), (5269, 2, 30), (10273, 2, 30)], 0.0, 'xrule'), ([(20989, 10, 7830), (20989, 2, 30), (5269, 2, 30)], 0.0, 'xrule')]","[(5269, 3, 1966), (23697, 3, 55), (25794, 10, 7830), (5269, 2, 266), (5269, 4, 66), (16427, 10, 7830), (25794, 4, 66), (5269, 3, 891), (16427, 2, 266), (5269, 3, 55), (25455, 10, 7830), (8301, 3, 891), (8301, 10, 7830), (23697, 10, 7830), (25455, 3, 1966)]",8.774312831860698e-09,[1],0.9926080703735352,[0.9926080703735352],1.0,15,1
"(6383, 10, 7830)","[({(6383, 3, 6389)}, 7.998866333901105e-08, 'baseline'), ({(6383, 3, 7)}, 5.571606864545446e-08, 'baseline'), ({(6383, 3, 3058)}, 2.5739123386397484e-08, 'baseline'), ([(6383, 3, 10), (16979, 10, 7830), (16979, 3, 10)], 0.0, 'xrule'), ([(6383, 3, 10), (21843, 10, 7830), (21843, 3, 10)], 0.0, 'xrule'), ({(6383, 3, 10)}, -1.5284198071539968e-07, 'baseline'), ({(6383, 3, 476)}, -2.0441396839840468e-07, 'baseline'), ({(6383, 2, 728)}, -2.58372470014054e-07, 'baseline'), ({(6383, 2, 68)}, -2.7368108475859685e-07, 'baseline'), ({(6383, 3, 733)}, -3.991768016561089e-07, 'baseline'), ({(6383, 3, 40)}, -5.330544215271101e-07, 'baseline'), ({(6383, 3, 751)}, -5.949291652643159e-07, 'baseline')]","[(6383, 3, 3058), (23688, 10, 7830), (6383, 3, 7), (24904, 3, 7), (23625, 10, 7830), (6383, 3, 10), (6383, 3, 6389), (16979, 10, 7830), (24904, 10, 7830), (23688, 3, 6389), (16979, 3, 10), (21843, 3, 10), (23625, 3, 3058), (21843, 10, 7830)]",3.598073616828401e-09,[1],0.9106971621513367,[0.9106971621513367],1.0,14,1
"(5380, 10, 7830)","[({(5380, 4, 66)}, 0.0014744607489546634, 'baseline'), ({(5380, 3, 732)}, 0.0012525319475680165, 'baseline'), ({(5380, 2, 728)}, 0.0007858959078841527, 'baseline'), ({(5380, 3, 6)}, 0.0007579586712052469, 'baseline'), ({(5380, 3, 476)}, 0.0007208183367594693, 'baseline'), ({(5380, 3, 2508)}, 0.000345853695995068, 'baseline'), ({(5380, 3, 5382)}, 9.441394335438925e-05, 'baseline'), ([(9644, 2, 31), (5380, 2, 31), (9644, 10, 7830)], 0.0, 'xrule'), ([(5380, 2, 31), (10373, 10, 7830), (10373, 2, 31)], 0.0, 'xrule'), ([(5380, 2, 31), (10561, 2, 31), (10561, 10, 7830)], 0.0, 'xrule'), ([(5380, 2, 31), (12676, 10, 7830), (12676, 2, 31)], 0.0, 'xrule'), ([(16070, 10, 7830), (5380, 2, 31), (16070, 2, 31)], 0.0, 'xrule'), ({(5380, 3, 1352)}, -0.00042471062129552167, 'baseline'), ({(5380, 3, 1745)}, -0.0007364633712623705, 'baseline'), ({(5380, 3, 49)}, -0.0007749966154593751, 'baseline')]","[(5380, 2, 728), (5380, 3, 732), (25794, 10, 7830), (5380, 3, 476), (24904, 3, 476), (21941, 3, 732), (15183, 10, 7830), (24904, 10, 7830), (25794, 4, 66), (5380, 3, 6), (21941, 10, 7830), (15183, 2, 728), (23722, 10, 7830), (5380, 4, 66), (23722, 3, 6)]",9.406750933749208e-09,[1],0.9868059158325195,[0.9868059158325195],1.0,15,1
"(7097, 10, 7830)","[({(7097, 3, 1348)}, 0.021132263311533943, 'baseline'), ({(7097, 3, 9)}, 0.020632716807045075, 'baseline'), ({(7097, 2, 68)}, 0.020504805215429776, 'baseline'), ({(7097, 4, 66)}, 0.019082372008726683, 'baseline'), ({(7097, 3, 7100)}, 0.019078216476662097, 'baseline'), ({(7097, 3, 40)}, 0.01746829873415297, 'baseline'), ({(7097, 3, 1352)}, 0.017164616788567663, 'baseline'), ({(7097, 3, 479)}, 0.017032117562804792, 'baseline'), ({(7097, 3, 5157)}, 0.016910766224662314, 'baseline'), ({(7097, 3, 220)}, 0.016869815960984243, 'baseline'), ([(17113, 10, 7830), (7097, 3, 39), (17113, 3, 39)], 0.0, 'xrule'), ([(18970, 10, 7830), (18970, 3, 39), (7097, 3, 39)], 0.0, 'xrule'), ([(20890, 3, 39), (7097, 3, 39), (20890, 10, 7830)], 0.0, 'xrule'), ([(25291, 10, 7830), (25291, 3, 39), (7097, 3, 39)], 0.0, 'xrule'), ([(25539, 10, 7830), (25539, 3, 39), (7097, 3, 39)], 0.0, 'xrule')]","[(22861, 3, 7100), (24904, 2, 68), (7097, 3, 1348), (25794, 10, 7830), (7097, 2, 68), (23625, 10, 7830), (24904, 10, 7830), (7097, 4, 66), (7097, 3, 7100), (24904, 3, 9), (7097, 3, 9), (22861, 10, 7830), (23625, 3, 1348), (25794, 4, 66)]",3.679509363863076e-09,[1],0.9511200785636902,[0.9511200785636902],1.0,14,1
"(5665, 10, 7830)","[({(5665, 3, 476)}, 5.990702025146489e-08, 'baseline'), ({(5665, 3, 37)}, 5.798616732809273e-08, 'baseline'), ({(5665, 3, 111)}, 5.618172995881544e-08, 'baseline'), ({(5665, 3, 56)}, 3.656574820948894e-08, 'baseline'), ({(5665, 3, 40)}, 2.9639036553540203e-08, 'baseline'), ({(5665, 3, 479)}, 2.7368937713208106e-08, 'baseline'), ({(5665, 3, 74)}, 1.5145328883585678e-08, 'baseline'), ({(5665, 3, 717)}, 8.800693990097947e-09, 'baseline'), ({(5665, 3, 5666)}, 5.948518584304374e-09, 'baseline'), ([(12570, 10, 7830), (5665, 3, 6), (12570, 3, 6)], 0.0, 'xrule'), ([(15839, 10, 7830), (5665, 3, 6), (15839, 3, 6)], 0.0, 'xrule'), ([(18260, 3, 6), (5665, 3, 6), (18260, 10, 7830)], 0.0, 'xrule'), ([(18555, 3, 6), (5665, 3, 6), (18555, 10, 7830)], 0.0, 'xrule'), ([(21458, 10, 7830), (5665, 3, 6), (21458, 3, 6)], 0.0, 'xrule'), ({(5665, 3, 9)}, -2.5134372489400524e-08, 'baseline')]","[(5665, 3, 111), (5665, 3, 56), (5665, 3, 40), (19811, 3, 37), (22917, 10, 7830), (24904, 3, 476), (24904, 10, 7830), (5665, 3, 476), (19811, 10, 7830), (24904, 3, 56), (24904, 3, 40), (22917, 3, 111), (5665, 3, 37)]",1.1674138988837512e-07,[1],0.9867969751358032,[0.9867969751358032],1.0,13,1
"(6976, 11, 7956)","[({(6976, 3, 6978)}, 0.10386262376899283, 'baseline'), ({(6976, 2, 69)}, 0.06686792799877732, 'baseline'), ({(6976, 3, 220)}, 0.06026313730755077, 'baseline'), ({(6976, 2, 68)}, 0.00991640514882713, 'baseline'), ([(6976, 3, 6), (15619, 11, 7956), (15619, 3, 6)], 0.0, 'xrule'), ([(18454, 11, 7956), (6976, 3, 6), (18454, 3, 6)], 0.0, 'xrule'), ([(20818, 3, 6), (6976, 3, 6), (20818, 11, 7956)], 0.0, 'xrule'), ([(21472, 11, 7956), (6976, 3, 6), (21472, 3, 6)], 0.0, 'xrule'), ([(6976, 3, 6), (21959, 11, 7956), (21959, 3, 6)], 0.0, 'xrule'), ({(6976, 3, 180)}, -0.01761331131868016, 'baseline'), ({(6976, 2, 31)}, -0.021387298644743986, 'baseline'), ({(6976, 3, 40)}, -0.029503841940922933, 'baseline'), ({(6976, 3, 6980)}, -0.03456081916714756, 'baseline'), ({(6976, 3, 10)}, -0.04020716720034349, 'baseline'), ({(6976, 3, 476)}, -0.05984463266460704, 'baseline')]","[(6976, 2, 69), (17218, 11, 7956), (22917, 11, 7956), (6976, 3, 6978), (6976, 2, 68), (24242, 2, 68), (6976, 3, 6), (24242, 11, 7956), (17218, 3, 220), (25281, 3, 6978), (6976, 3, 220), (15619, 11, 7956), (15619, 3, 6), (25281, 11, 7956), (22917, 2, 69)]",1.3795589438814204e-05,[2],0.0026769787073135376,[0.0026769787073135376],2.0,15,1
"(5627, 10, 7830)","[({(5627, 3, 6)}, 0.00020590571263275748, 'baseline'), ({(5627, 3, 58)}, 0.00017709687833698234, 'baseline'), ({(5627, 3, 7)}, 0.00017276750890041936, 'baseline'), ({(5627, 2, 29)}, 0.0001601416268765669, 'baseline'), ({(5627, 2, 30)}, 0.00014573272778657334, 'baseline'), ({(5627, 3, 5632)}, 0.00013390306838602072, 'baseline'), ({(5627, 3, 5630)}, 0.0001226390128379622, 'baseline'), ({(5627, 3, 666)}, 0.00012077357371421527, 'baseline'), ({(5627, 3, 5629)}, 0.0001187015556011331, 'baseline'), ({(5627, 1, 864)}, 7.941988270550863e-05, 'baseline'), ([(5627, 3, 36), (22652, 3, 36), (22652, 10, 7830)], 0.0, 'xrule'), ([(11145, 3, 6), (11145, 10, 7830), (5627, 3, 6)], 0.0, 'xrule'), ([(19242, 10, 7830), (19242, 3, 6), (5627, 3, 6)], 0.0, 'xrule'), ([(21405, 10, 7830), (21405, 3, 6), (5627, 3, 6)], 0.0, 'xrule'), ([(21959, 10, 7830), (21959, 3, 6), (5627, 3, 6)], 0.0, 'xrule')]","[(5627, 3, 6), (25794, 10, 7830), (24904, 3, 7), (25794, 2, 29), (5627, 2, 30), (24904, 10, 7830), (5627, 3, 7), (5627, 3, 58), (23722, 3, 58), (5627, 2, 29), (23722, 10, 7830), (23722, 3, 6), (25794, 2, 30)]",2.871291258088604e-07,[1],0.993351936340332,[0.993351936340332],1.0,13,1
