prediction,facts,exp,original_score,new_ranks,new_score,new_scores,new_rank,exp_length,original_rank
"(6083, 9, 8418)","[([(6083, 3, 39), (17391, 9, 8418), (17391, 3, 39)], 0.13270003, 'xrule'), ([(18600, 9, 8418), (18600, 2, 69), (6083, 2, 69)], 0.1311, 'xrule'), ([(6083, 2, 69), (17391, 9, 8418), (17391, 2, 69)], 0.12800002, 'xrule'), ([(14346, 9, 8418), (14346, 2, 69), (6083, 2, 69)], 0.08760005, 'xrule'), ([(6083, 3, 1878), (17391, 9, 8418), (17391, 3, 1878)], 0.0819, 'xrule'), ({(6083, 1, 6071)}, 0.009625030608959265, 'baseline'), ({(6083, 2, 69)}, 0.009620423365945548, 'baseline'), ({(6083, 2, 68)}, 0.009522552567769176, 'baseline'), ({(6083, 3, 3329)}, 0.009488044249659718, 'baseline'), ({(6083, 3, 34)}, 0.00909765712026538, 'baseline'), ({(6083, 3, 35)}, 0.009092043108110069, 'baseline'), ({(6083, 2, 28)}, 0.00867848185353087, 'baseline'), ({(6083, 3, 1630)}, 0.008590817386721825, 'baseline'), ({(6083, 3, 10)}, 0.007115913965434033, 'baseline'), ({(6083, 3, 55)}, 0.006564741909219548, 'baseline'), ({(6083, 3, 6)}, 0.006128886644182952, 'baseline'), ({(6083, 3, 220)}, 0.006127799373076175, 'baseline'), ({(6083, 3, 651)}, 0.005748988083877103, 'baseline'), ({(6083, 3, 46)}, 0.005142140601030791, 'baseline'), ({(6083, 3, 504)}, 0.0038053658258709044, 'baseline'), ({(6083, 3, 47)}, 0.00335732005606079, 'baseline'), ({(6083, 3, 74)}, 0.0029897582399950663, 'baseline'), ({(6083, 3, 40)}, 0.002955194512803463, 'baseline'), ({(6083, 3, 279)}, 0.0020914459188914603, 'baseline'), ({(6083, 4, 66)}, 0.00011590770428311176, 'baseline')]","[(18600, 2, 69), (14346, 2, 69), (17391, 2, 69), (18600, 9, 8418), (6083, 2, 69), (6083, 3, 39), (6083, 3, 1878), (17391, 9, 8418), (17391, 3, 39), (14346, 9, 8418), (17391, 3, 1878)]",0.0004672103968914598,[1],0.010218425653874874,[0.010218425653874874],1.0,11,1
"(7065, 10, 7830)","[({(7065, 3, 2574)}, 0.0005968364129740874, 'baseline'), ([(8831, 10, 7830), (8831, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(9516, 3, 10), (9516, 10, 7830), (7065, 3, 10)], 0.0, 'xrule'), ([(15578, 10, 7830), (15578, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(20871, 10, 7830), (20871, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(21357, 10, 7830), (21357, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ({(7065, 3, 113)}, -0.0007216469584541142, 'baseline'), ({(7065, 3, 1855)}, -0.0008521061792853088, 'baseline'), ({(7065, 3, 750)}, -0.0031613617343124872, 'baseline'), ({(7065, 3, 149)}, -0.004263330294306054, 'baseline'), ({(7065, 3, 192)}, -0.009231600976553839, 'baseline'), ({(7065, 3, 1839)}, -0.009380795098361544, 'baseline'), ({(7065, 2, 31)}, -0.010160913730243118, 'baseline'), ({(7065, 3, 39)}, -0.01159109828879632, 'baseline'), ({(7065, 5, 7066)}, -0.012169946990429123, 'baseline')]","[(7065, 3, 10), (7065, 3, 2574), (9516, 3, 10), (8831, 10, 7830), (19270, 3, 2574), (15578, 10, 7830), (15578, 3, 10), (19270, 10, 7830), (9516, 10, 7830), (8831, 3, 10), (20871, 10, 7830), (20871, 3, 10)]",1.0907464265130784e-08,[1],0.9886136054992676,[0.9886136054992676],1.0,12,1
"(7289, 11, 7956)","[({(7289, 3, 78)}, 0.7926043737930601, 'baseline'), ({(7289, 3, 2561)}, 0.6985140893640965, 'baseline'), ({(7289, 1, 2467)}, 0.6198225460764181, 'baseline'), ({(7289, 3, 99)}, 0.5912476618243677, 'baseline'), ({(7289, 3, 276)}, 0.5664177970093656, 'baseline'), ({(7289, 3, 2192)}, 0.5000220366712533, 'baseline'), ({(7289, 2, 27)}, 0.47192893677318154, 'baseline'), ({(7289, 2, 30)}, 0.46550993368659344, 'baseline'), ({(7289, 2, 31)}, 0.4538564507203269, 'baseline'), ({(7289, 3, 2555)}, 0.444450062799319, 'baseline'), ([(11759, 3, 277), (11759, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(24745, 3, 277), (24745, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(25003, 3, 277), (25003, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(11759, 4, 169), (7289, 4, 169), (11759, 11, 7956)], 0.0, 'xrule'), ([(9508, 11, 7956), (7289, 3, 39), (9508, 3, 39)], 0.0, 'xrule')]","[(22977, 3, 99), (11901, 3, 2561), (24095, 11, 7956), (11901, 1, 2467), (7289, 1, 2467), (11901, 11, 7956), (7289, 3, 78), (24095, 3, 276), (22977, 3, 78), (7289, 3, 99), (7289, 3, 276), (22977, 11, 7956), (7289, 3, 2561)]",3.7333531508920714e-05,[2],0.010123777203261852,[0.010123777203261852],2.0,13,1
"(6966, 11, 8038)","[({(6966, 2, 266)}, 8.189853953409849e-05, 'baseline'), ({(6966, 3, 185)}, 6.140007143278998e-05, 'baseline'), ({(6966, 3, 10)}, 3.950648212693685e-05, 'baseline'), ({(6966, 3, 1198)}, 3.5471119617272535e-05, 'baseline'), ({(6966, 3, 2278)}, 3.443455759148151e-05, 'baseline'), ({(6966, 3, 891)}, 3.4127395764569364e-05, 'baseline'), ({(6966, 3, 40)}, 1.4105066352907343e-05, 'baseline'), ([(6966, 2, 31), (10332, 11, 8038), (10332, 2, 31)], 0.0, 'xrule'), ([(6966, 2, 31), (16781, 11, 8038), (16781, 2, 31)], 0.0, 'xrule'), ([(19681, 2, 31), (6966, 2, 31), (19681, 11, 8038)], 0.0, 'xrule'), ([(6966, 2, 31), (21943, 2, 31), (21943, 11, 8038)], 0.0, 'xrule'), ([(6966, 2, 31), (23233, 2, 31), (23233, 11, 8038)], 0.0, 'xrule'), ({(6966, 3, 7)}, -6.398291166072097e-06, 'baseline'), ({(6966, 3, 297)}, -2.630321572417018e-05, 'baseline'), ({(6966, 3, 6969)}, -2.873524821299786e-05, 'baseline')]","[(8038, 3, 10), (6966, 3, 185), (18760, 3, 1198), (19589, 11, 8038), (25640, 3, 185), (18129, 3, 2278), (18129, 11, 8038), (19589, 2, 266), (6966, 2, 266), (25640, 11, 8038), (6966, 3, 10), (18760, 11, 8038), (6966, 3, 1198), (6966, 3, 2278)]",5.255751602817327e-06,[3],4.767225618707016e-06,[4.767225618707016e-06],3.0,14,1
"(7751, 10, 7830)","[({(7751, 4, 66)}, 0.012124012198314863, 'baseline'), ({(7751, 2, 31)}, 0.011480572605468694, 'baseline'), ({(7751, 8, 7427)}, 0.011208679481787952, 'baseline'), ({(7751, 3, 177)}, 0.010582190863831666, 'baseline'), ({(7751, 3, 476)}, 0.00934580986201347, 'baseline'), ({(7751, 3, 396)}, 0.00881021279033905, 'baseline'), ({(7751, 3, 6)}, 0.00673349895938608, 'baseline'), ({(7751, 3, 460)}, 0.0055529446882947205, 'baseline'), ({(7751, 2, 312)}, 0.0045175323719697175, 'baseline'), ({(7751, 3, 2754)}, 0.0036598331863147266, 'baseline'), ([(15535, 3, 479), (15535, 10, 7830), (7751, 3, 479)], 0.0, 'xrule'), ([(23512, 10, 7830), (23512, 3, 479), (7751, 3, 479)], 0.0, 'xrule'), ([(25281, 10, 7830), (25281, 3, 479), (7751, 3, 479)], 0.0, 'xrule'), ([(11178, 10, 7830), (11178, 4, 66), (7751, 4, 66)], 0.0, 'xrule'), ([(14478, 4, 66), (14478, 10, 7830), (7751, 4, 66)], 0.0, 'xrule')]","[(16427, 3, 177), (25794, 10, 7830), (24904, 3, 476), (24904, 10, 7830), (7751, 3, 177), (7751, 3, 476), (7751, 4, 66), (23722, 10, 7830), (25794, 8, 7427), (16427, 10, 7830), (23722, 2, 31), (7751, 2, 31), (7751, 8, 7427), (25794, 4, 66)]",3.855851460343729e-08,[1],0.9777560234069824,[0.9777560234069824],1.0,14,1
"(4952, 11, 7956)","[({(4952, 1, 941)}, 0.09902755453647201, 'baseline'), ({(4952, 2, 31)}, 0.06556938123624163, 'baseline'), ({(4952, 3, 75)}, 0.02761791177854576, 'baseline'), ({(4952, 3, 4955)}, 0.02246801085845995, 'baseline'), ({(4952, 2, 30)}, 0.006553511085914869, 'baseline'), ([(4952, 2, 30), (11211, 2, 30), (11211, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (19240, 2, 30), (19240, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (22481, 2, 30), (22481, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (23242, 2, 30), (23242, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (24318, 2, 30), (24318, 11, 7956)], 0.0, 'xrule'), ({(4952, 3, 36)}, -0.00418915326322281, 'baseline'), ({(4952, 3, 4958)}, -0.012172718592640292, 'baseline'), ({(4952, 3, 176)}, -0.01896377380005582, 'baseline'), ({(4952, 3, 880)}, -0.03062417084091572, 'baseline'), ({(4952, 3, 267)}, -0.05008317997560122, 'baseline')]","[(4952, 1, 941), (22870, 2, 30), (24307, 1, 941), (24307, 11, 7956), (24242, 11, 7956), (4952, 2, 31), (24242, 2, 31), (18547, 3, 75), (4952, 3, 4955), (23034, 3, 4955), (4952, 2, 30), (18547, 11, 7956), (4952, 3, 75), (23034, 11, 7956), (22870, 11, 7956)]",8.646970672998577e-05,[1],0.0033606691285967827,[0.0033606691285967827],1.0,15,1
"(4777, 11, 7956)","[({(4777, 1, 1054)}, 0.03295175263849616, 'baseline'), ([(9365, 3, 40), (4777, 3, 40), (9365, 11, 7956)], 0.0, 'xrule'), ([(9818, 3, 40), (4777, 3, 40), (9818, 11, 7956)], 0.0, 'xrule'), ([(11096, 3, 40), (11096, 11, 7956), (4777, 3, 40)], 0.0, 'xrule'), ([(4777, 3, 40), (12676, 3, 40), (12676, 11, 7956)], 0.0, 'xrule'), ([(18474, 3, 40), (18474, 11, 7956), (4777, 3, 40)], 0.0, 'xrule'), ({(4777, 3, 4779)}, -0.005326860654302064, 'baseline'), ({(4777, 3, 427)}, -0.02102946214508778, 'baseline'), ({(4777, 3, 1714)}, -0.045974195974037506, 'baseline'), ({(4777, 2, 31)}, -0.05645262544474667, 'baseline'), ({(4777, 2, 312)}, -0.06041455364532481, 'baseline'), ({(4777, 3, 346)}, -0.08912420737526984, 'baseline'), ({(4777, 3, 1264)}, -0.09278002845395578, 'baseline'), ({(4777, 3, 434)}, -0.09451672896323172, 'baseline'), ({(4777, 3, 237)}, -0.10773352246977161, 'baseline')]","[(9818, 3, 40), (11096, 11, 7956), (9818, 11, 7956), (12676, 3, 40), (4777, 3, 40), (11096, 3, 40), (9365, 3, 40), (10101, 11, 7956), (9365, 11, 7956), (4777, 1, 1054), (10101, 1, 1054), (12676, 11, 7956)]",6.771103926439537e-06,[2],0.001852992456406355,[0.001852992456406355],2.0,12,1
"(4912, 10, 7830)","[({(4912, 4, 66)}, 0.0002622979937939654, 'baseline'), ({(4912, 3, 4915)}, 0.0002457840144650191, 'baseline'), ({(4912, 3, 3090)}, 0.0002258676809299058, 'baseline'), ({(4912, 3, 3566)}, 0.00020572026302321652, 'baseline'), ({(4912, 3, 10)}, 0.00018600922799573373, 'baseline'), ({(4912, 3, 7)}, 0.00017004513657932835, 'baseline'), ({(4912, 3, 293)}, 0.00016346545895926765, 'baseline'), ({(4912, 2, 2271)}, 0.000149088399456428, 'baseline'), ({(4912, 3, 436)}, 0.00014305156649568998, 'baseline'), ({(4912, 3, 504)}, 4.3366173916070684e-05, 'baseline'), ([(16511, 3, 7), (16511, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(16838, 3, 7), (16838, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(17908, 3, 7), (17908, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(20287, 3, 7), (20287, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(21010, 3, 7), (21010, 10, 7830), (4912, 3, 7)], 0.0, 'xrule')]","[(4912, 3, 3090), (25096, 3, 3566), (4912, 3, 3566), (4912, 3, 10), (25794, 10, 7830), (24517, 3, 4915), (24904, 3, 10), (24517, 10, 7830), (4912, 3, 4915), (24904, 10, 7830), (25096, 10, 7830), (24517, 3, 3090), (4912, 4, 66), (25794, 4, 66)]",4.383919005590542e-08,[1],0.9815958142280579,[0.9815958142280579],1.0,14,1
"(7392, 8, 7409)","[({(7392, 3, 33)}, 0.06431973257396456, 'baseline'), ({(7392, 3, 254)}, 0.04918696261130451, 'baseline'), ({(7392, 3, 259)}, 0.04244688431938609, 'baseline'), ({(7392, 1, 2467)}, 0.03481791442452352, 'baseline'), ({(7392, 3, 9)}, 0.01742615451935404, 'baseline'), ({(7392, 2, 68)}, 0.01343436815180415, 'baseline'), ([(7392, 3, 220), (23388, 8, 7409), (23388, 3, 220)], -0.00039999932, 'xrule'), ({(7392, 2, 29)}, -0.0031347843415292865, 'baseline'), ({(7392, 3, 220)}, -0.004448835788358988, 'baseline'), ({(7392, 3, 1407)}, -0.004625325118590583, 'baseline'), ([(8161, 8, 7409), (8161, 3, 220), (7392, 3, 220)], -0.009099999, 'xrule'), ([(10818, 8, 7409), (7392, 3, 220), (10818, 3, 220)], -0.021399999, 'xrule'), ({(7392, 3, 91)}, -0.02268188173624291, 'baseline'), ([(7392, 3, 220), (15849, 8, 7409), (15849, 3, 220)], -0.025700001, 'xrule'), ([(7392, 3, 220), (15992, 8, 7409), (15992, 3, 220)], -0.0272, 'xrule')]","[(15638, 1, 2467), (15638, 3, 33), (7469, 3, 259), (7392, 1, 2467), (7392, 3, 33), (7469, 8, 7409), (20749, 8, 7409), (15638, 8, 7409), (20749, 3, 9), (22918, 8, 7409), (7392, 3, 254), (22918, 3, 254), (7392, 3, 9), (7392, 3, 259)]",4.9305614084005356e-05,[3],4.400481543598289e-07,[4.400481543598289e-07],3.0,14,1
"(7289, 8, 7410)","[([(7289, 3, 9), (16023, 3, 9), (16023, 8, 7410)], 0.2328, 'xrule'), ([(7289, 3, 39), (9970, 3, 39), (9970, 8, 7410)], 0.21350001, 'xrule'), ([(22285, 8, 7410), (7289, 3, 39), (22285, 3, 39)], 0.18020001, 'xrule'), ([(14544, 3, 39), (14544, 8, 7410), (7289, 3, 39)], 0.12930001, 'xrule'), ([(7289, 3, 9), (22285, 8, 7410), (22285, 3, 9)], 0.114500016, 'xrule'), ({(7289, 3, 78)}, 0.0025655077403246304, 'baseline'), ({(7289, 3, 276)}, 0.002549168124699045, 'baseline'), ({(7289, 3, 41)}, 0.0025431478129888043, 'baseline'), ({(7289, 3, 39)}, 0.002331100132428204, 'baseline'), ({(7289, 3, 2555)}, 0.0022382172317802172, 'baseline'), ({(7289, 3, 203)}, 0.0019799042089274827, 'baseline'), ({(7289, 3, 33)}, 0.0019387927388499519, 'baseline'), ({(7289, 3, 100)}, 0.001924534293347325, 'baseline'), ({(7289, 3, 1112)}, 0.0018619536094091488, 'baseline'), ({(7289, 1, 2467)}, 0.0009867796657137306, 'baseline')]","[(22285, 8, 7410), (16023, 3, 9), (9970, 3, 39), (22285, 3, 39), (9970, 8, 7410), (14544, 8, 7410), (7289, 3, 39), (22285, 3, 9), (16023, 8, 7410), (14544, 3, 39), (7289, 3, 9)]",0.0023090641479939222,[2],8.473993148072623e-06,[8.473993148072623e-06],2.0,11,1
"(6383, 8, 7427)","[([(6383, 3, 7), (24690, 8, 7427), (24690, 3, 7)], 0.1353, 'xrule'), ([(6383, 2, 68), (23625, 2, 68), (23625, 8, 7427)], 0.12849998, 'xrule'), ([(6383, 3, 3058), (23625, 3, 3058), (23625, 8, 7427)], 0.118099995, 'xrule'), ([(6383, 3, 39), (23688, 8, 7427), (23688, 3, 39)], 0.10559999, 'xrule'), ([(6383, 3, 732), (23625, 3, 732), (23625, 8, 7427)], 0.0545, 'xrule'), ({(6383, 2, 728)}, 0.0009180442606151766, 'baseline'), ({(6383, 2, 68)}, 0.000903827036487453, 'baseline'), ({(6383, 3, 733)}, 0.000780342372312573, 'baseline'), ({(6383, 3, 40)}, 0.0006880192470879766, 'baseline'), ({(6383, 3, 2542)}, 0.000687669651835138, 'baseline'), ({(6383, 3, 6389)}, 0.0006617086246592937, 'baseline'), ({(6383, 3, 2417)}, 0.0006011404042233333, 'baseline'), ({(6383, 3, 2539)}, 0.0005925983710159094, 'baseline'), ({(6383, 3, 10)}, 0.0005656812837069753, 'baseline'), ({(6383, 3, 56)}, 0.0005051051487252233, 'baseline'), ({(6383, 3, 730)}, 0.00046985004698315013, 'baseline'), ({(6383, 3, 7)}, 0.0004161964344083095, 'baseline'), ({(6383, 3, 6386)}, 0.00020557654830689773, 'baseline'), ({(6383, 3, 303)}, -0.00018331855617289818, 'baseline'), ({(6383, 3, 3058)}, -0.0002807579490424191, 'baseline'), ({(6383, 3, 476)}, -0.000393959396330921, 'baseline'), ({(6383, 3, 220)}, -0.0012953180654860172, 'baseline'), ({(6383, 3, 1526)}, -0.0015633254821428326, 'baseline'), ({(6383, 3, 751)}, -0.0022041649287703672, 'baseline'), ({(6383, 3, 748)}, -0.002613795477120865, 'baseline')]","[(6383, 3, 3058), (23688, 3, 39), (6383, 3, 7), (24690, 3, 7), (6383, 3, 39), (23625, 3, 732), (6383, 2, 68), (23688, 8, 7427), (6383, 3, 732), (23625, 3, 3058), (23625, 2, 68), (23625, 8, 7427), (24690, 8, 7427)]",0.0007060354109853506,[7],9.438795522953569e-09,[9.438795522953569e-09],7.0,13,1
"(5897, 10, 7830)","[({(5897, 3, 3673)}, 1.6780988940614643e-05, 'baseline'), ({(5897, 3, 10)}, 1.0715459634747448e-05, 'baseline'), ([(9116, 3, 479), (5897, 3, 479), (9116, 10, 7830)], 0.0, 'xrule'), ([(5897, 3, 479), (9782, 3, 479), (9782, 10, 7830)], 0.0, 'xrule'), ([(19767, 10, 7830), (5897, 3, 479), (19767, 3, 479)], 0.0, 'xrule'), ([(19155, 3, 148), (19155, 10, 7830), (5897, 3, 148)], 0.0, 'xrule'), ([(9116, 3, 40), (5897, 3, 40), (9116, 10, 7830)], 0.0, 'xrule'), ({(5897, 3, 220)}, -2.720758815169997e-05, 'baseline'), ({(5897, 3, 476)}, -6.773478850244836e-05, 'baseline'), ({(5897, 3, 138)}, -8.383892744753989e-05, 'baseline'), ({(5897, 3, 5900)}, -8.893180674862715e-05, 'baseline'), ({(5897, 2, 68)}, -0.00010618653654528402, 'baseline'), ({(5897, 3, 3674)}, -0.0001085827131213742, 'baseline'), ({(5897, 3, 149)}, -0.00011079367291979395, 'baseline'), ({(5897, 3, 5901)}, -0.00011595925359668618, 'baseline')]","[(19767, 3, 479), (19767, 10, 7830), (24904, 3, 10), (9782, 10, 7830), (24904, 10, 7830), (9116, 3, 479), (5897, 3, 10), (24432, 10, 7830), (5897, 3, 479), (9116, 10, 7830), (24432, 3, 3673), (5897, 3, 3673), (9782, 3, 479)]",1.0150869478309232e-08,[1],0.9896227121353149,[0.9896227121353149],1.0,13,1
"(6213, 8, 7410)","[([(6213, 3, 6), (20420, 3, 6), (20420, 8, 7410)], 0.21299998, 'xrule'), ([(20319, 2, 31), (6213, 2, 31), (20319, 8, 7410)], 0.21219999, 'xrule'), ([(20319, 2, 729), (6213, 2, 729), (20319, 8, 7410)], 0.20599999, 'xrule'), ([(6213, 2, 31), (10156, 2, 31), (10156, 8, 7410)], 0.18509999, 'xrule'), ([(6213, 2, 31), (14879, 8, 7410), (14879, 2, 31)], 0.16939998, 'xrule'), ({(6213, 3, 651)}, 0.001963301738086136, 'baseline'), ({(6213, 3, 1969)}, 0.001936455815486243, 'baseline'), ({(6213, 2, 30)}, 0.0019352219283342825, 'baseline'), ({(6213, 3, 38)}, 0.0019340790780504704, 'baseline'), ({(6213, 3, 1964)}, 0.0018938887468565428, 'baseline'), ({(6213, 2, 266)}, 0.00187891056360225, 'baseline'), ({(6213, 3, 20)}, 0.0017759025337478224, 'baseline'), ({(6213, 3, 1744)}, 0.0014844422041099873, 'baseline'), ({(6213, 3, 78)}, 0.001395000906271149, 'baseline'), ({(6213, 3, 1966)}, 0.0010532459050596973, 'baseline'), ({(6213, 3, 39)}, 0.0007349506930400979, 'baseline'), ({(6213, 2, 729)}, 0.00043832006138602974, 'baseline'), ({(6213, 3, 75)}, 0.00034508011615839957, 'baseline'), ({(6213, 3, 1838)}, 0.00033170189982174847, 'baseline'), ({(6213, 4, 485)}, -0.000870483272566634, 'baseline'), ({(6213, 3, 1112)}, -0.002490874201220352, 'baseline'), ({(6213, 3, 1963)}, -0.002530945291267943, 'baseline'), ({(6213, 3, 1839)}, -0.0031192333702018925, 'baseline'), ({(6213, 2, 31)}, -0.004564485568195083, 'baseline'), ({(6213, 3, 1747)}, -0.014744026608330043, 'baseline')]","[(14879, 2, 31), (6213, 2, 729), (20420, 8, 7410), (20319, 2, 31), (6213, 3, 6), (6213, 2, 31), (20319, 2, 729), (14879, 8, 7410), (20420, 3, 6), (10156, 2, 31), (10156, 8, 7410), (20319, 8, 7410)]",8.857455395627767e-05,[2],3.810428594874793e-08,[3.810428594874793e-08],2.0,12,1
"(5665, 8, 7427)","[({(5665, 3, 744)}, 0.0007991434497191385, 'baseline'), ({(5665, 3, 9)}, 0.0007692309938378738, 'baseline'), ({(5665, 3, 74)}, 0.0007540623080346116, 'baseline'), ({(5665, 3, 37)}, 0.0007332991086468235, 'baseline'), ({(5665, 3, 5666)}, 0.0007126096003250691, 'baseline'), ({(5665, 3, 476)}, 0.0007053677514901595, 'baseline'), ({(5665, 3, 86)}, 0.0007006188206800538, 'baseline'), ([(15502, 8, 7427), (15502, 3, 41), (5665, 3, 41)], 0.00069999695, 'xrule'), ({(5665, 3, 6)}, 0.0006990641520743349, 'baseline'), ({(5665, 3, 10)}, 0.0006507785053314039, 'baseline'), ({(5665, 3, 7)}, 0.0005738841407792573, 'baseline'), ([(15502, 8, 7427), (15502, 3, 9), (5665, 3, 9)], 0.00049996376, 'xrule'), ([(5665, 3, 41), (14330, 8, 7427), (14330, 3, 41)], 0.00039994717, 'xrule'), ([(5665, 3, 7), (14330, 3, 7), (14330, 8, 7427)], 0.00019997358, 'xrule'), ([(5665, 2, 68), (15502, 8, 7427), (15502, 2, 68)], 0.00019997358, 'xrule')]","[(16835, 3, 5666), (16835, 8, 7427), (19270, 8, 7427), (19811, 8, 7427), (19811, 3, 37), (5665, 3, 74), (24832, 3, 74), (24904, 3, 9), (5665, 3, 5666), (24904, 8, 7427), (5665, 3, 9), (19270, 3, 744), (5665, 3, 744), (24832, 8, 7427), (5665, 3, 37)]",0.00212707556784153,[2],1.0257315352646401e-07,[1.0257315352646401e-07],2.0,15,1
"(5411, 8, 7410)","[([(5411, 2, 31), (17452, 8, 7410), (17452, 2, 31)], 0.3717, 'xrule'), ([(15709, 2, 68), (5411, 2, 68), (15709, 8, 7410)], 0.20049998, 'xrule'), ([(17452, 2, 68), (17452, 8, 7410), (5411, 2, 68)], 0.1704, 'xrule'), ([(22361, 2, 31), (5411, 2, 31), (22361, 8, 7410)], 0.16639999, 'xrule'), ([(22361, 8, 7410), (22361, 2, 68), (5411, 2, 68)], 0.13799998, 'xrule'), ({(5411, 2, 68)}, 0.08007654081041687, 'baseline'), ({(5411, 1, 65)}, 0.07850855870278166, 'baseline'), ({(5411, 3, 612)}, 0.0770681006836082, 'baseline'), ({(5411, 2, 31)}, 0.07164242396755496, 'baseline'), ({(5411, 3, 3189)}, 0.06953974345920362, 'baseline'), ({(5411, 3, 148)}, 0.05298760810156837, 'baseline'), ({(5411, 3, 5422)}, 0.049799020401541015, 'baseline'), ({(5411, 4, 66)}, 0.04767857766629182, 'baseline')]","[(22361, 2, 68), (17452, 2, 31), (17452, 2, 68), (5411, 2, 68), (22361, 2, 31), (22361, 8, 7410), (17452, 8, 7410), (15709, 8, 7410), (5411, 2, 31), (15709, 2, 68)]",0.010452235117554665,[2],8.793588790467766e-07,[8.793588790467766e-07],2.0,10,1
"(7610, 9, 7903)","[([(18547, 9, 7903), (18547, 2, 30), (7610, 2, 30)], 0.16660002, 'xrule'), ([(7610, 2, 30), (15964, 2, 30), (15964, 9, 7903)], 0.093000025, 'xrule'), ([(7610, 2, 30), (12077, 2, 30), (12077, 9, 7903)], 0.082400024, 'xrule'), ([(18547, 2, 132), (18547, 9, 7903), (7610, 2, 132)], 0.068100005, 'xrule'), ({(7610, 3, 7618)}, 0.03497162739460695, 'baseline'), ({(7610, 3, 7617)}, 0.033119982989320285, 'baseline'), ({(7610, 2, 68)}, 0.02331466873463775, 'baseline'), ({(7610, 3, 3734)}, 0.01874749823881998, 'baseline'), ({(7610, 3, 476)}, 0.01765767013375378, 'baseline'), ({(7610, 3, 39)}, 0.01581286911152379, 'baseline'), ({(7610, 2, 1189)}, 0.01516257498497023, 'baseline'), ([(23692, 9, 7903), (7610, 2, 30), (23692, 2, 30)], 0.013200015, 'xrule'), ({(7610, 3, 1192)}, 0.004334526997129884, 'baseline'), ({(7610, 3, 2221)}, -0.00020850175166326875, 'baseline'), ({(7610, 3, 479)}, -0.034502034086103354, 'baseline')]","[(7610, 3, 7618), (7618, 0, 1192), (12077, 9, 7903), (7903, 3, 1192), (18547, 2, 30), (12077, 2, 30), (15964, 9, 7903), (18547, 9, 7903), (18547, 2, 132), (7610, 2, 30), (15964, 2, 30), (7610, 2, 132)]",0.00033357946085743606,[4],8.339291525771841e-05,[8.339291525771841e-05],4.0,12,1
"(7628, 12, 8676)","[({(7628, 8, 7567)}, 0.0021459164180661788, 'baseline'), ({(7628, 3, 177)}, 0.0021389559379870996, 'baseline'), ({(7628, 3, 20)}, 0.0021354264542296237, 'baseline'), ({(7628, 4, 66)}, 0.0021267199752558487, 'baseline'), ({(7628, 8, 7393)}, 0.0021236312404495587, 'baseline'), ({(7628, 3, 108)}, 0.0020870838320225242, 'baseline'), ({(7628, 1, 1054)}, 0.0020859236356623755, 'baseline'), ({(7628, 3, 279)}, 0.0020858481984518513, 'baseline'), ({(7628, 3, 7629)}, 0.00203611185306664, 'baseline'), ({(7628, 3, 38)}, 0.001997904363789486, 'baseline'), ([(24810, 12, 8676), (24810, 3, 6), (7628, 3, 6)], 0.00029999999, 'xrule'), ([(24810, 12, 8676), (7628, 2, 31), (24810, 2, 31)], 0.0002, 'xrule'), ([(10818, 12, 8676), (7628, 3, 40), (10818, 3, 40)], 0.0002, 'xrule'), ([(10818, 12, 8676), (10818, 3, 6), (7628, 3, 6)], 0.0002, 'xrule'), ([(24810, 12, 8676), (7628, 2, 30), (24810, 2, 30)], 9.9999976e-05, 'xrule')]","[(21590, 4, 66), (21590, 12, 8676), (21361, 8, 7567), (25690, 12, 8676), (7628, 4, 66), (7628, 3, 20), (25690, 8, 7393), (7628, 8, 7567), (7628, 8, 7393), (25690, 3, 177), (7628, 3, 177), (21361, 12, 8676), (17113, 3, 20), (17113, 12, 8676)]",0.000957758747972548,[4],0.0003354143991600722,[0.0003354143991600722],4.0,14,1
